B.A TAMIL,B.A ENGLISH,B.B.A,B.C.A,B.Com,B.Com ACCOUNTING AND FINANCE, DEPARTMENT OF COMMERCE IT ,DEPARTEMNT OF COMMERCE PA,B.Com With COMPUTER APPLICATIONS,B.Sc BIOCHEMISTRY,B.Sc COSTUME DESIGN AND FASHION,B.Sc CLINICAL LABORATORY TECHNOLOGY,B.Sc COMPUTER SCIENCE (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),B.Sc COMPUTER SCIENCE,B.Sc ARTIFICIAL INTELLIGENCE & MACHINE LEARNING, B.Sc COMPUTER SCIENCE (CYBER SECURITY),B.Sc DATA SCIENCE,B.Sc INFORMATION TECHNOLOGY, B.Sc MICROBIOLOGY,B.Sc TEXTILE AND FASHION DESIGNING,B.Sc VISUAL COMMUNICATION,M.Sc MICROBIOLOGY,M.Com,M.Sc COMPUTER SCIENCE,M.A ENGLISH,M.Sc TFD, M.S.W
,,C25UG208BAD069,C25UG208CAP068,C25UG208COM069,,,,C25UG208CCA071,,,,C25UG208AID070,C25UG208CSC069,,,,,,,,,,,,,
,,C25UG208BAD070,C25UG208CAP069,C25UG208COM070,,,,C25UG208CCA072,,,,C25UG208AID071,C25UG208CSC070,,,,,,,,,,,,,
,,C25UG208BAD071,C25UG208CAP070,C25UG208COM071,,,,C25UG208CCA073,,,,C25UG208AID072,C25UG208CSC071,,,,,,,,,,,,,
,,C25UG208BAD072,C25UG208CAP071,C25UG208COM072,,,,C25UG208CCA074,,,,C25UG208AID073,C25UG208CSC072,,,,,,,,,,,,,
,,C25UG208BAD073,C25UG208CAP072,C25UG208COM073,,,,C25UG208CCA075,,,,C25UG208AID074,C25UG208CSC073,,,,,,,,,,,,,
,,C25UG208BAD075,C25UG208CAP073,C25UG208COM075,,,,C25UG208CCA076,,,,C25UG208AID075,C25UG208CSC074,,,,,,,,,,,,,
,,C25UG208BAD076,C25UG208CAP074,C25UG208COM076,,,,C25UG208CCA077,,,,C25UG208AID076,C25UG208CSC075,,,,,,,,,,,,,
,,C25UG208BAD077,C25UG208CAP075,C25UG208COM077,,,,C25UG208CCA078,,,,C25UG208AID077,C25UG208CSC076,,,,,,,,,,,,,
,,C25UG208BAD078,C25UG208CAP076,C25UG208COM078,,,,C25UG208CCA079,,,,C25UG208AID078,C25UG208CSC077,,,,,,,,,,,,,
,,C25UG208BAD079,C25UG208CAP077,C25UG208COM080,,,,C25UG208CCA080,,,,C25UG208AID079,C25UG208CSC078,,,,,,,,,,,,,
,,C25UG208BAD080,C25UG208CAP078,C25UG208COM081,,,,C25UG208CCA081,,,,C25UG208AID080,C25UG208CSC079,,,,,,,,,,,,,
,,C25UG208BAD081,C25UG208CAP079,C25UG208COM082,,,,C25UG208CCA083,,,,C25UG208AID081,C25UG208CSC080,,,,,,,,,,,,,
,,C25UG208BAD082,C25UG208CAP080,C25UG208COM083,,,,C25UG208CCA084,,,,C25UG208AID082,C25UG208CSC081,,,,,,,,,,,,,
,,C25UG208BAD084,C25UG208CAP081,C25UG208COM084,,,,C25UG208CCA085,,,,C25UG208AID083,C25UG208CSC082,,,,,,,,,,,,,
,,C25UG208BAD085,C25UG208CAP082,C25UG208COM085,,,,C25UG208CCA086,,,,C25UG208AID084,C25UG208CSC083,,,,,,,,,,,,,
,,C25UG208BAD086,C25UG208CAP083,C25UG208COM086,,,,C25UG208CCA087,,,,C25UG208AID085,C25UG208CSC084,,,,,,,,,,,,,
